ALA climb new york 2014
2014-3-01

100
   593, David Alicia,23,M,  18:42,  56/84,M-FIR,NEWARK             NJ,NEWARK FIRE DEPT CLASS 43
   278, Emily Feldman,25,F,  18:45,  31/64,F1929,NEW YORK           NY,PLB: PURSED LIP BREATHERS
   177, Stacey Townswend,34,F,  18:48,  27/54,F3039,STONY BROOK        NY,SICU LUNG &  THE BREATHLESS
   586, Michael Williams,29,M,  18:49,  57/84,M-FIR,NEWARK             NJ,NEWARK FIRE DEPT CLASS 43
   543, Dan Ernst,42,M,  18:51,  58/84,M-FIR,LIVINGSTON         NJ,MONTCLAIR FMBA LOCAL 20
   230, Denise Moreo,45,F,  18:53,  19/35,F4049,EAST ROCKAWAY      NY,COLD SPRING HILLS HAS POSITIVE ALTITUDE
   512, Patrick Fazzini,27,M,  18:53,  59/84,M-FIR,BLOOMFIELD         NJ,BLOOMFIELD FIRE DEPT
   331, Stacey Olin,46,F,  18:54,  20/35,F4049,VERONA             NJ,TEAM AIRRABITO
   393, Michael Welch,32,M,  18:57,  35/42,M3039,?,
   194, Alexandra Noll,24,F,  18:58,  32/64,F1929,BOSTON             MA,FOR LISA'S LAUGH
   303, Sameet Durg,25,M,  18:59,  29/33,M1929,NEW YORK           NY,TEAM AIRRABITO
   351, Julie Thibodeaux,29,F,  19:06,  33/64,F1929,ASTORIA            NY,BARB'S BEASTS
   521, Joe Rehus,52,F,  19:09,   2/3,F-FIR,MORRIS PLAINS      NJ,BLOOMFIELD FIRE DEPT
   103, Darren Seilback,34,M,  19:17,  36/42,M3039,BROOKLYN           NY,SEILBACKS STEPPERS
    78, Julia Snowdon,19,F,  19:30,  34/64,F1929,NEW YORK           NY,FIT CLIMBERS
    83, Shannon Johnson,37,F,  19:34,  28/54,F3039,REGO PARK          NY,JERRY & CHARLIE'S ANGELS
   113, Stephanie Frey,28,F,  19:36,  35/64,F1929,NEW YORK           NY,SUPREME TEAM BOXING
    71, Lydia Burdick,65,F,  19:39,   2/3,F60+,NEW YORK           NY,FIT CLIMBERS
   596, Perry Lee,52,M,  19:40,  60/84,M-FIR,ROSELAND           NJ,ROSELAND FIRE DEPARTMENT
   244, Dana Pucillo,43,F,  19:43,  21/35,F4049,NEW YORK           NY,
    94, Ginellie Ginel,31,F,  19:52,  29/54,F3039,BRONX              NY,MANGO SAVAGES
   184, John Costanza,36,M,  19:54,  37/42,M3039,WHITESTONE         NY,COOKIES AND MILK
   555, Perla Benavides,29,F,  19:54,   3/3,F-FIR,PISCATAWAY         NJ,NORTH STELTON FIRE
   274, Allison Poetzsch,26,F,  20:04,  36/64,F1929,RAVENA             NY,PLB: PURSED LIP BREATHERS
    48, Phillip Vento,27,M,  20:10,  30/33,M1929,GARFIELD           NJ,TEAM VNO
   573, Domenick Rizzo,24,M,  20:13,  61/84,M-FIR,FAIR LAWN          NJ,FAIR LAWN RESCUE
   100, Shant Michaelian,34,M,  20:14,  38/42,M3039,HALESITE           NY,SEILBACKS STEPPERS
   126, Yinye Zhou,15,M,  20:16,   5/8,M-18,BROOKLYN           NY,STUY AMERICAN LUNG ASSOCIATION
   242, Devarsh Joshi,29,M,  20:17,  31/33,M1929,JERSEY CITY        NJ,PULMONARY WELLNESS
   252, Ronith Nambiar, 9,M,  20:23,   6/8,M-18,FLUSHING           NY,TEAM FLUSHING
   251, Arunesh Puthiyoth,41,M,  20:30,  29/34,M4049,FLUSHING           NY,TEAM FLUSHING
   132, Maria Fasulo,52,F,  20:35,  11/22,F5059,HUNTINGTON         NY,STEP BY STEP CHARITABLE FOUNDATION
   571, Kyle Tenis,23,M,  20:36,  62/84,M-FIR,FAIR LAWN          NJ,FAIR LAWN RESCUE
    90, Sheila Perez,40,F,  20:36,  22/35,F4049,WOODHAVEN          NY,MANGO SAVAGES
   357, Camille Lachica,28,F,  20:37,  37/64,F1929,BRONX              NY,
   188, Angelo Diakantonis,35,M,  20:37,  39/42,M3039,WHITESTONE         NY,COOKIES AND MILK
    75, Paige Weber,21,F,  20:38,  38/64,F1929,SELDEN             NY,FIT CLIMBERS
   233, Michelle Lupis,30,F,  20:39,  30/54,F3039,BETHPAGE           NY,COLD SPRING HILLS HAS POSITIVE ALTITUDE
    91, Sermania Arias,27,F,  20:42,  39/64,F1929,WOODHAVEN          NY,MANGO SAVAGES
   549, Tom Lopardo,47,M,  20:56,  63/84,M-FIR,HOWELL             NJ,NEW BRUNSWICK FIRE DEPARTMENT
    74, Keiri Mendez,20,F,  20:58,  40/64,F1929,BRENTWOOD          NY,FIT CLIMBERS
    86, Lauren Koenig,27,F,  20:59,  41/64,F1929,HOBOKEN            NJ,JERRY & CHARLIE'S ANGELS
   522, Marty Lutz,48,M,  21:00,  64/84,M-FIR,BELLEVILLE         NJ,BELLEVILLE FIRE DEPT
   232, Melissa Gold,31,F,  21:01,  31/54,F3039,OCEANSIDE          NY,COLD SPRING HILLS HAS POSITIVE ALTITUDE
   277, Alyssa Leone,26,F,  21:10,  42/64,F1929,WHITE PLAINS       NY,PLB: PURSED LIP BREATHERS
    97, David Horowitz,34,M,  21:18,  40/42,M3039,FOREST HILLS       NY,SEILBACKS STEPPERS
   390, Kim McNiff,14,F,  21:18,   9/9,F-18,FAIR LAWN          NJ,
   558, Jerry Toto,23,M,  21:26,  65/84,M-FIR,PISCATAWAY         NJ,NORTH STELTON FIRE
   315, Christine Rich,61,F,  21:29,   3/3,F60+,YARDLEY            PA,TEAM AIRRABITO
   120, Faith Pilger,40,F,  21:29,  23/35,F4049,NEW YORK           NY,CLIMBFORAJ
   276, Kelly Hall,24,F,  21:31,  43/64,F1929,WOODCLIFF LAKE     NJ,PLB: PURSED LIP BREATHERS
   552, Alex Jaquez,28,M,  21:32,  66/84,M-FIR,NEW BRUNSWICK      NJ,NEW BRUNSWICK FIRE DEPARTMENT
   272, Davonte Woodton,16,M,  21:34,   7/8,M-18,PEEKSKILL          NY,ELBA'S WARRIORS
   310, Bari Zahn,46,F,  21:34,  24/35,F4049,LYNBROOK           NY,
    84, Sarah Rubenstein,36,F,  21:42,  32/54,F3039,NEW YORK           NY,JERRY & CHARLIE'S ANGELS
    80, Leslie Calderon,21,F,  21:45,  44/64,F1929,RIDGEWOOD          NY,FIT CLIMBERS
   592, James Willis,25,M,  21:48,  67/84,M-FIR,NEWARK             NJ,NEWARK FIRE DEPT CLASS 43
   275, Nicole Fragala,30,F,  21:50,  33/54,F3039,WHITE PLAINS       NY,PLB: PURSED LIP BREATHERS
    42, Maria Amico,24,F,  22:01,  45/64,F1929,HOWARD BEACH       NY,TEAM VNO
   320, Nichole Nunes,40,F,  22:12,  25/35,F4049,SOUTH ORANGE       NJ,TEAM AIRRABITO
    70, Nancy Ostroff,58,F,  22:12,  12/22,F5059,NEW YORK           NY,FIT CLIMBERS
   372, Moira Dalton,24,F,  22:15,  46/64,F1929,MASPETH            NY,UNITED FOOT FIRE
   508, Rob Powell,30,M,  22:15,  68/84,M-FIR,BLOOMFIELD         NJ,BLOOMFIELD FIRE DEPT
   584, Tobias Smith,29,M,  22:16,  69/84,M-FIR,NEWARK             NJ,NEWARK FIRE DEPT CLASS 43
   301, Liz D'Imperio,55,F,  22:23,  13/22,F5059,PELHAM             NY,TEAM AIRRABITO
    15, George Burnham Sr,71,M,  22:43,   6/6,M60+,PHOENIX            AZ,
   164, Caprice Henry,40,F,  22:45,  26/35,F4049,BROOKLYN           NY,STAD SQUAD CLIPPERS
   395, Mary Molina,36,F,  22:47,  34/54,F3039,GROTON FALLS       NY,
   370, Nick Hamilton,29,M,  22:57,  32/33,M1929,NEWARK             NJ,UNITED FOOT FIRE
    36, Clara Lilley,26,F,  23:00,  47/64,F1929,NEW YORK           NY,TEAM VNO
   328, Lisa Siegel,50,F,  23:00,  14/22,F5059,NEW YORK           NY,TEAM AIRRABITO
    66, Cathy Vogel,47,F,  23:07,  27/35,F4049,MORGANVILLE        NJ,
   266, Kia Anthony,30,F,  23:08,  35/54,F3039,OSSINING           NY,ELBA'S WARRIORS
   369, Caren Hertnik,46,F,  23:13,  28/35,F4049,HEMPSTEAD          NY,UNITED FOOT FIRE
   538, Matt Gifford,23,M,  23:14,  70/84,M-FIR,VERONA             NJ,MONTCLAIR FMBA LOCAL 20
   325, Lori Rodriguez,50,F,  23:17,  15/22,F5059,LYNBROOK           NY,TEAM AIRRABITO
   368, Christiana Davis,38,F,  23:22,  36/54,F3039,BROOKLYN           NY,UNITED FOOT FIRE
   577, Jamal Hawkins,30,M,  23:23,  71/84,M-FIR,NEWARK             NJ,NEWARK FIRE DEPT CLASS 43
   265, Elba Bizoni,31,F,  23:25,  37/54,F3039,PEEKSKILL          NY,ELBA'S WARRIORS
   579, Rodney Venable,25,M,  23:28,  72/84,M-FIR,NEWARK             NJ,NEWARK FIRE DEPT CLASS 43
   366, Meaghan Zanfardino,31,F,  23:29,  38/54,F3039,SETAUKET           NY,PEOPLE'S UNITED BANK
   240, Akua Adulabi,33,F,  23:32,  39/54,F3039,NEW YORK           NY,PULMONARY WELLNESS
   394, Unknown,,,  23:36,,,???,
   219, Wilfred Jones,44,M,  23:42,  30/34,M4049,JAMAICA            NY,TEAM TRIPLEEE
   599, Paul Bilancia,35,M,  23:57,  73/84,M-FIR,ROSELAND           NJ,ROSELAND FIRE DEPARTMENT
    62, Dean Soto,46,M,  24:02,  31/34,M4049,CANADENSIS         PA,"UP, UP AND AWAY"
   591, Miguel Casais,30,M,  24:15,  74/84,M-FIR,NEWARK             NJ,NEWARK FIRE DEPT CLASS 43
    46, Necordia Morrison,26,F,  24:20,  48/64,F1929,NEW YORK           NY,TEAM VNO
   376, Barbara Brucculeri,44,F,  24:30,  29/35,F4049,CENTEREACH         NY,BC DENNIS CROSS EAGLE TEAM (NFF)
   381, Chrissy Grasso,35,F,  24:30,  40/54,F3039,WEST CALDWELL      NJ,BLOOMFIELD FIRE DEPT (NFF)
   280, Nina Berke,26,F,  24:33,  49/64,F1929,NEW YORK           NY,
    45, Esi Lewis,33,F,  24:43,  41/54,F3039,NEW YORK           NY,TEAM VNO
   229, Kathleen Plant-Ley,47,F,  24:45,  30/35,F4049,MASSAPEQUA PARK    NY,COLD SPRING HILLS HAS POSITIVE ALTITUDE
   380, Nicole Faccone,36,F,  24:46,  42/54,F3039,LYNDHURST          NJ,BLOOMFIELD FIRE DEPT (NFF)
   267, Manuela Martinez,49,F,  24:56,  31/35,F4049,PEEKSKILL          NY,ELBA'S WARRIORS
   305, Amy Lane,31,F,  24:57,  43/54,F3039,HILLSBOROUGH       NJ,TEAM AIRRABITO
   237, Marion Mackles,55,F,  25:10,  16/22,F5059,NEW YORK           NY,PULMONARY WELLNESS
   336, Sereena Romero,24,F,  25:26,  50/64,F1929,BRENTWOOD          NY,"JOSE ENRIQUE ROMERO, JR."
   572, Michael Scopac,34,M,  25:31,  75/84,M-FIR,HAWTHORNE          NJ,FAIR LAWN RESCUE
   195, Nicole Aragi,27,F,  25:43,  51/64,F1929,STAMFORD           CT,STEP UP 5
   239, Aastha Joshi,27,F,  25:45,  52/64,F1929,JERSEY CITY        NJ,PULMONARY WELLNESS
   236, Noah Greenspan,43,M,  25:54,  32/34,M4049,NEW YORK           NY,PULMONARY WELLNESS
   248, Michael Calogero,42,M,  26:33,  33/34,M4049,NEW HARTFORD       NY,
   299, Laura Ruiz,20,F,  26:42,  53/64,F1929,NEW YORK           NY,"LAMBDA PI UPSILON SORORITY, INC."
    63, Company Briggs-Hall,36,F,  27:19,  44/54,F3039,BRONX              NY,"UP, UP AND AWAY"
   313, Sherri Rosen,56,F,  27:33,  17/22,F5059,FOREST HILLS       NY,TEAM AIRRABITO
   294, Nathalie Espinosa,30,F,  27:36,  45/54,F3039,TEANECK            NJ,"LAMBDA PI UPSILON SORORITY, INC."
   337, Maria Romero,54,F,  27:43,  18/22,F5059,BRENTWOOD          NY,"JOSE ENRIQUE ROMERO, JR."
   329, Theresa Verona,47,F,  27:54,  32/35,F4049,HIGHLAND           NY,TEAM AIRRABITO
   193, Miranda Maclean,29,F,  28:25,  54/64,F1929,LAWRENCE TOWNSHIP  NJ,FOR LISA'S LAUGH
   295, Cathleen Collazo,25,F,  28:47,  55/64,F1929,NEW YORK           NY,"LAMBDA PI UPSILON SORORITY, INC."
    87, Linda Hemphill,59,F,  28:50,  19/22,F5059,NEW YORK           NY,JERRY & CHARLIE'S ANGELS
   257, Iris Goicochea,36,F,  29:00,  46/54,F3039,PARSIPPANY         NJ,BB'S CLIMB
   297, Alexandra Alvarez,24,F,  29:07,  56/64,F1929,BRIDGEPORT         CT,"LAMBDA PI UPSILON SORORITY, INC."
   291, James Spell,38,M,  29:12,  41/42,M3039,CORONA             NY,
   551, Kenneth Evans,49,M,  29:32,  76/84,M-FIR,PERTH AMBOY        NJ,NEW BRUNSWICK FIRE DEPARTMENT
   258, Joanna Guzman,29,F,  29:38,  57/64,F1929,WAYNE              NJ,BB'S CLIMB
   259, Yajaira Rivera,29,F,  29:42,  58/64,F1929,WAYNE              NJ,BB'S CLIMB
   550, Brett De Marco,33,M,  29:50,  77/84,M-FIR,SOMERVILLE         NJ,NEW BRUNSWICK FIRE DEPARTMENT
   241, Sasha Delgado,23,F,  29:50,  59/64,F1929,BRONX              NY,PULMONARY WELLNESS
   548, Hasahya Hirya,32,M,  30:07,  78/84,M-FIR,PISCATAWAY         NJ,NEW BRUNSWICK FIRE DEPARTMENT
   282, Gary Patrick,58,M,  30:59,  12/12,M5059,NEW YORK           NY,BREATHE EASY
   338, Lisanne Romero,35,M,  31:04,  42/42,M3039,BRENTWOOD          NY,"JOSE ENRIQUE ROMERO, JR."
   373, Anthony Benanti,15,M,  31:08,   8/8,M-18,QUEENS             NY,
   283, Alyssa Rauchbauer,24,F,  31:17,  60/64,F1929,WHITESTONE         NY,BREATHE EASY
   256, Stacey Bonello,41,F,  32:10,  33/35,F4049,BROOKLYN           NY,BB'S CLIMB
   218, Ericka Williams,41,F,  32:13,  34/35,F4049,JAMAICA            NY,TEAM TRIPLEEE
   255, Annamaria Felix,34,F,  32:28,  47/54,F3039,SPRINGFIELD GARDEN NY,BB'S CLIMB
   298, Yanira Amadeo,37,F,  34:07,  48/54,F3039,MOUNT VERNON       NY,"LAMBDA PI UPSILON SORORITY, INC."
   597, Michael Boettinger,41,M,  34:23,  79/84,M-FIR,ROSELAND           NJ,ROSELAND FIRE DEPARTMENT
   104, Myra Breitburg,59,F,  34:37,  20/22,F5059,ROCKVILLE CENTRE   NY,SEILBACKS STEPPERS
   300, Yudelquis Baez,26,F,  34:38,  61/64,F1929,BRONX              NY,"LAMBDA PI UPSILON SORORITY, INC."
   559, Robert Phelan,36,M,  35:29,  80/84,M-FIR,PISCATAWAY         NJ,NORTH STELTON FIRE
   296, Emily Samolinski,23,F,  35:33,  62/64,F1929,PORT JEFFERSON STA NY,"LAMBDA PI UPSILON SORORITY, INC."
   215, Rich Giorgi,28,M,  36:00,  33/33,M1929,NEW ROCHELLE       NY,TEAM GLO
   214, Eileen Binda-Giorgi,29,F,  36:19,  63/64,F1929,NEW ROCHELLE       NY,TEAM GLO
   180, Tamethiea Bradley,33,F,  40:12,  49/54,F3039,STONY BROOK        NY,SICU LUNG &  THE BREATHLESS
   359, Louie Ferrara,42,M,  41:37,  34/34,M4049,VALLEY COTTAGE     NY,
   243, Marina Ragoo,46,F,  41:53,  35/35,F4049,ORLANDO            FL,
   187, Gigi Memet,31,F,  42:44,  50/54,F3039,WHITESTONE         NY,COOKIES AND MILK
   186, Connie Leperides,35,F,  43:06,  51/54,F3039,WHITESTONE         NY,COOKIES AND MILK
   271, Sheryl Woodton,36,F,  44:10,  52/54,F3039,PEEKSKILL          NY,ELBA'S WARRIORS
   269, Astrid Bizoni,33,F,  44:46,  53/54,F3039,PEEKSKILL          NY,ELBA'S WARRIORS
   264, Karen Bizoni,39,F,  46:05,  54/54,F3039,PEEKSKILL          NY,ELBA'S WARRIORS
   204, Nancy Ruymen,58,F,  46:29,  21/22,F5059,CEDAR GROVE        NJ,TEAM PHYL
   203, Kathleen Kelly,57,F,  46:52,  22/22,F5059,WEST CALDWELL      NJ,TEAM PHYL
   560, Danny Perez,16,M,  47:43,  81/84,M-FIR,?,NORTH STELTON FIRE
   561, Danny Guerrero,18,M,  48:02,  82/84,M-FIR,?,NORTH STELTON FIRE
   172, Vaishnavi Krishna Ku,27,F,  48:18,  64/64,F1929,NEW PROVIDENCE     NJ,
   557, Brian Kenney,22,M,  48:56,  83/84,M-FIR,PISCATAWAY         NJ,NORTH STELTON FIRE
   556, Manny Perez,49,M,  53:06,  84/84,M-FIR,PISCATAWAY         NJ,NORTH STELTON FIRE
