2017 san antonio run climb
2017-1-30

200 # 42 people were in bonus range ( under 15:50 ) and added the max of 100 bonus to the 100 point base
50,Lindsey Buff - Sanchez,,F3140,09:49:00 AM,04:15:00 PM,26:04:00
226,Mindy Hudak,,F3140,11:07:00 AM,02:57:00 PM,26:04:00
183,Karen Gonzalez,,F4150,08:26:00 AM,05:39:00 PM,26:06:00
390,Sandra Ricabaugh,,F5199,10:21:00 AM,03:44:00 PM,26:06:00
432,Hope Santos,,F4150,09:36:00 AM,04:31:00 PM,26:07:00
167,Elma Gloria,,F4150,09:39:00 AM,04:29:00 PM,26:09:00
351,Alfred Patino,,M4150,07:44:00 AM,06:25:00 PM,26:09:00
NO,FN LN,,DIVISION,RUN,CLIMB,TIME
328,Khin Myint,,M5199,11:42:00 AM,02:28:00 PM,26:11:00
356,Brianna Perez,,F2130,08:24:00 AM,05:54:00 PM,26:18:00
496,Patti Vlieger,,F4150,11:38:00 AM,02:44:00 PM,26:23:00
443,Susan Sierra,,F3140,12:49:00 PM,01:38:00 PM,26:28:00
38,Jake Bisinais,,M2130,09:02:00 AM,05:28:00 PM,26:31:00
2941,Ernie Zuniga,,M3140,10:17:00 AM,04:15:00 PM,26:33:00
413,Adam Ruiz,,M120,10:13:00 AM,04:30:00 PM,26:44:00
388,Rudy Reyes,,M2130,07:22:00 AM,07:22:00 PM,26:45:00
292,Leticia Martinez,,F4150,09:34:00 AM,05:12:00 PM,26:47:00
2991,Myra Morado,,F3140,09:43:00 AM,05:09:00 PM,26:52:00
34,Tana Berry,,F5199,10:40:00 AM,04:13:00 PM,26:54:00
251,Kevin Kirk,,M4150,11:32:00 AM,03:24:00 PM,26:56:00
192,Daniel Guajardo,,M4150,12:17:00 PM,02:49:00 PM,27:06:00
13,Lety Apolinar,,F2130,09:53:00 AM,05:16:00 PM,27:10:00
121,Bri Espitia,,F2130,09:52:00 AM,05:18:00 PM,27:11:00
240,Jessica Johnson,,F2130,10:34:00 AM,04:42:00 PM,27:16:00
311,Sarah Miller,,F2130,10:25:00 AM,04:51:00 PM,27:17:00
2995,Mary Kirk,,F5199,11:35:00 AM,03:51:00 PM,27:26:00
387,Genevieve Reyes,,F3140,11:15:00 AM,04:11:00 PM,27:27:00
426,Javier Sanchez,,M4150,10:54:00 AM,04:41:00 PM,27:35:00
277,Jessica Lopez,,F2130,10:20:00 AM,05:15:00 PM,27:36:00
2987,Alita Barrera,,F3140,09:03:00 AM,06:34:00 PM,27:38:00
461,Greg Snyder,,M5199,10:00:00 AM,05:39:00 PM,27:39:00
411,Gabriella Romick,,F2130,10:19:00 AM,05:28:00 PM,27:47:00
303,Sara Medrano,,F4150,10:09:00 AM,05:42:00 PM,27:52:00
2983,Ronald Mendoza,,M4150,10:14:00 AM,05:38:00 PM,27:53:00
49,Victoria Brown,,F3140,10:59:00 AM,04:57:00 PM,27:57:00
405,Daniel Rodriguez,,M3140,11:00:00 AM,04:58:00 PM,27:58:00
174,Cheryl Gomez,,F3140,09:15:00 AM,06:43:00 PM,27:59:00
2938,Isabel Lovil,,F5199,11:51:00 AM,04:12:00 PM,28:03:00
250,Rachel King,,F4150,09:24:00 AM,06:41:00 PM,28:05:00
55,Peter Bybel,,M5199,09:55:00 AM,06:15:00 PM,28:10:00
2986,Raul Rosario,,M4150,11:16:00 AM,05:00:00 PM,28:16:00
2985,Martha Vasquez,,F4150,11:17:00 AM,05:05:00 PM,28:23:00
14,Kevin Archer,,M2130,07:09:00 AM,09:28:00 PM,28:37:00
427,Monica Sanchez,,F3140,10:50:00 AM,05:57:00 PM,28:48:00
278,Rene Lopez,,M4150,01:26:00 PM,03:23:00 PM,28:49:00
229,Michele Hunt,,F4150,09:24:00 AM,07:51:00 PM,29:15:00
488,Joseph Trippet,,M5199,11:09:00 AM,06:14:00 PM,29:23:00
452,Audrey Skogg,,F120,11:30:00 AM,05:55:00 PM,29:25:00
NO,FN LN,,DIVISION,RUN,CLIMB,TIME
259,Carmen Leal,,F3140,11:19:00 AM,06:11:00 PM,29:30:00
348,Mary Page,,F4150,10:21:00 AM,07:24:00 PM,29:45:00
313,Cristina Moen,,F2130,10:23:00 AM,07:27:00 PM,29:51:00
373,Emmanuel Quiroz Martinez,,M2130,08:45:00 AM,09:06:00 PM,29:51:00
314,Jared Moen,,M2130,10:16:00 AM,07:39:00 PM,29:55:00
2960,Jeanette Calle,,F3140,11:21:00 AM,06:43:00 PM,30:05:00
2944,Brandon Nuncio,,M120,10:28:00 AM,07:37:00 PM,30:06:00
2961,Eric Allen,,M3140,10:16:00 AM,07:52:00 PM,30:09:00
198,Vicki Gulczewski,,F4150,10:34:00 AM,07:34:00 PM,30:09:00
352,Irene Patino,,F4150,11:53:00 AM,06:18:00 PM,30:11:00
475,Hector Tamayo,,M5199,09:46:00 AM,08:31:00 PM,30:17:00
320,Alicia Montgomery,,F3140,02:35:00 PM,03:49:00 PM,30:24:00
2977,Diane Garcia,,F3140,10:36:00 AM,07:56:00 PM,30:32:00
231,Elisamaria Jaime,,F120,11:02:00 AM,07:36:00 PM,30:38:00
257,Dulce Lara,,F3140,11:17:00 AM,07:23:00 PM,30:40:00
168,David Godfrey,,M3140,10:28:00 AM,08:20:00 PM,30:48:00
2930,Mark Vaughan,,M5199,11:47:00 AM,07:01:00 PM,30:49:00
127,Ana Fernandez,,F4150,10:16:00 AM,08:33:00 PM,30:50:00
417,Jessica Salazar,,F3140,08:45:00 AM,10:17:00 PM,31:02:00
346,Pamela Otto,,F5199,10:28:00 AM,08:37:00 PM,31:05:00
244,Taja Jones,,F2130,11:09:00 AM,07:57:00 PM,31:07:00
459,Lori Smith,,F5199,01:40:00 PM,05:38:00 PM,31:19:00
185,Yanna Goodwin,,F4150,12:06:00 PM,07:14:00 PM,31:21:00
16,Teresa Arocha,,F3140,02:43:00 PM,04:42:00 PM,31:26:00
123,Keren Esquivel,,F3140,01:01:00 PM,06:28:00 PM,31:29:00
222,Jean Holt,,F5199,-0,-0,31:35:00
177,Ann Gonzales,,F4150,09:19:00 AM,10:30:00 PM,31:50:00
95,Crystal De La Cerda,,F3140,12:04:00 PM,07:46:00 PM,31:51:00
329,Cathy Naranjo,,F3140,12:08:00 PM,07:42:00 PM,31:51:00
359,Nadine Perkins,,F4150,10:49:00 AM,09:09:00 PM,31:58:00
2971,Lyudmila Hartt,,F4150,11:05:00 AM,09:00:00 PM,32:05:00
24,Karen Ayala-Pagan,,F4150,11:50:00 AM,08:16:00 PM,32:07:00
225,Kelly Holtzinger,,F4150,11:12:00 AM,08:57:00 PM,32:09:00
58,John Caban,,M3140,01:31:00 PM,06:38:00 PM,32:10:00
437,Emily Scholis,,F2130,10:29:00 AM,09:55:00 PM,32:24:00
382,Marisol Ramos,,F3140,10:27:00 AM,09:57:00 PM,32:25:00
143,Deborah Fraser,,F5199,02:21:00 PM,06:36:00 PM,32:58:00
473,Lucila Suarez,,F4150,10:13:00 AM,10:47:00 PM,33:00:00
78,Amanda Chapa,,F3140,11:27:00 AM,09:43:00 PM,33:11:00
2949,Michael Tafolla,,M3140,09:12:00 AM,24:04:00,33:16:00
NO,FN LN,,DIVISION,RUN,CLIMB,TIME
186,Alden Gornall,,M4150,11:42:00 AM,09:52:00 PM,33:34:00
465,Katrina Stanigar,,F2130,12:57:00 PM,08:52:00 PM,33:50:00
478,Tomoko Terasawa,,F4150,11:42:00 AM,10:11:00 PM,33:54:00
73,Rick Castillo,,M5199,12:15:00 PM,10:02:00 PM,34:17:00
155,Emily Garcia,,F120,11:33:00 AM,11:06:00 PM,34:40:00
26,Melissa Barber,,F3140,12:32:00 PM,10:10:00 PM,34:42:00
40,Daniel Blanchard,,M4150,11:44:00 AM,11:00:00 PM,34:45:00
2973,Lisa Gillaspia,,F5199,12:25:00 PM,10:27:00 PM,34:53:00
430,Amber Santos,,F2130,02:05:00 PM,08:56:00 PM,35:01:00
2975,Randal Naranjo,,M3140,12:10:00 PM,11:03:00 PM,35:13:00
66,Rachael Carr,,F3140,09:17:00 AM,26:05:00,35:23:00
28,Lisa Marie Barocas,,F4150,11:16:00 AM,24:10:00,35:26:00
286,Robert Marroquin,,M2130,11:01:00 AM,24:29:00,35:30:00
2978,Natalie Tabbert,,F4150,11:42:00 AM,24:02:00,35:45:00
98,Jose Delacerda,,M3140,12:54:00 PM,10:53:00 PM,35:48:00
56,Wanda Byrom,,F4150,11:40:00 AM,24:07:00,35:48:00
445,David Silliman,,M4150,04:00:00 PM,08:03:00 PM,36:03:00
275,Noemi Longoria,,F4150,07:51:00 AM,28:19:00,36:10:00
2956,Robert Garza,,M3140,11:26:00 AM,25:02:00,36:28:00
41,Rachael Bonilla,,F3140,11:53:00 AM,24:37:00,36:30:00
291,Leon Martinez,,M5199,11:24:00 AM,25:26:00,36:51:00
173,Carol Gomez,,F2130,01:54:00 PM,11:12:00 PM,37:06:00
2999,Ars Prasad,,M5199,03:19:00 PM,09:53:00 PM,37:12:00
2994,Aimee Hallgren,,F3140,01:13:00 PM,24:12:00,37:26:00
2963,Angela Reyes,,F4150,01:10:00 PM,24:16:00,37:27:00
409,Ricardo Roman,,M2130,08:05:00 AM,29:25:00,37:30:00
354,Cassandra Pattison,,F4150,10:09:00 AM,27:25:00,37:35:00
212,Erika Hernandez,,F2130,10:46:00 AM,27:36:00,38:23:00
188,Mathew Gornall,,M4150,01:15:00 PM,25:09:00,38:25:00
2958,Evan Henson,,M2130,06:45:00 PM,08:51:00 PM,39:36:00
2957,Denise Cabello,,F2130,06:45:00 PM,08:53:00 PM,39:39:00
340,Veanna Olivarez,,F2130,11:10:00 AM,28:55:00,40:06:00
4,Robert Alston,,M5199,26:13:00,05:21:00 PM,43:35:00
214,Margaret Hernandez,,F4150,28:55:00,02:53:00 PM,43:48:00
446,Jennifer Silliman,,F4150,-0,-0,44:03:00
418,Martin Saldana,,M5199,01:05:00 PM,31:09:00,44:15:00
330,Jen Nelson,,F4150,01:03:00 PM,31:13:00,44:17:00
365,Joseph Pine,,M5199,01:12:00 PM,31:44:00,44:57:00
2934,Amber Jamison,,F2130,08:17:00 PM,24:51:00,45:09:00
364,Jan Pine,,F5199,01:18:00 PM,32:09:00,45:28:00
NO,FN LN,,DIVISION,RUN,CLIMB,TIME
383,Roxane Ramos,,F5199,02:21:00 PM,31:25:00,45:47:00
118,Gabrielle Escamilla,,F3140,02:25:00 PM,31:27:00,45:52:00
280,Sara Lott,,F3140,27:26:00,08:15:00 PM,47:41:00
2906,Melissa Williams,,F3140,01:04:00 PM,34:49:00,47:53:00
30,Stephanie Bayer,,F2130,01:02:00 PM,34:51:00,47:53:00
440,Jan Scott,,F4150,27:33:00,09:00:00 PM,48:33:00
21,Manju Arulmani,,F2130,01:57:00 PM,36:37:00,50:34:00
302,Kendra Mckinnie,,F3140,01:03:00 PM,38:07:00,51:11:00
54,Alexandria Bustillos,,F4150,01:40:00 PM,38:13:00,51:54:00
180,Blanca Gonzalez,,F4150,01:47:00 PM,38:11:00,51:59:00
293,Lorena Martinez,,F4150,12:53:00 PM,40:40:00,53:34:00
2910,Andrea Zapata,,F3140,25:20:00,28:25:00,53:46:00
439,Charles Scott,,M4150,27:34:00,27:57:00,55:32:00
363,Jennifer Pinckley,,F3140,12:30:00 PM,43:22:00,55:52:00
201,Debbie Hanulik,,F5199,37:48:00,07:12:00 PM,57:00:00
287,Judi Marshall,,F5199,42:29:00,02:36:00 PM,57:05:00
133,Jeff Flickinger,,M4150,37:38:00,07:31:00 PM,57:09:00
1,Irene Aceves,,F5199,49:09:00,02:18:00 PM,01:03:28 AM
194,Rocio Guajardo,,F4150,12:58:00 PM,55:07:00,01:08:06 AM
Jr.,Jesus Perez,,Ages 21,-0,-0,03:58:00 AM
2918,Martin De La Rosa,,M4150,-0,-0,08:00:00 AM
51,Kevin Burke,,M2130,-0,-0,08:01:00 AM
307,Julian Mendoza,,M2130,-0,-0,08:02:00 AM
157,Jimmy Garcia,,M3140,-0,-0,08:11:00 AM
360,Bryan Peterson,,M2130,-0,-0,08:13:00 AM
2988,Raul Carrizales,,M3140,-0,-0,08:20:00 AM
353,Andrew Patterson,,M3140,-0,-0,08:37:00 AM
2952,Dustin Leach,,M3140,-0,-0,08:47:00 AM
2919,Eli Garcia,,M4150,-0,-0,09:06:00 AM
63,Daniel Cano,,M2130,-0,-0,10:11:00 AM
2989,James Valdez,,M4150,-0,-0,10:25:00 AM
326,Micheal Murphy,,M2130,-0,-0,10:34:00 AM
208,Justin Henley,,M2130,-0,-0,10:37:00 AM
2916,Jacob Bigham,,M120,-0,-0,10:39:00 AM
193,Joseph Guajardo,,M2130,-0,-0,10:52:00 AM
491,Luis Valdez,,M4150,-0,-0,12:11:00 PM
481,Jaaron Thomas,,M3140,-0,-0,12:16:00 PM
435,Ruben Saucedo,,M5199,-0,-0,01:08:00 PM
52,Eric Burnside,,M3140,-0,-0,01:09:00 PM
2923,Tyler Kersey,,M120,-0,-0,01:15:00 PM
NO,FN LN,,DIVISION,RUN,CLIMB,TIME
262,Mattsudell Leonvalleyfd,,M2130,-0,-0,01:33:00 PM
2924,Michael Lara,,M2130,-0,-0,-00:24:13
258,Joselynn Lara,,F2130,09:22:00 AM,-0,-0
283,Angela Machts,,F4150,10:40:00 AM,-0,-0
414,Jodie Russell,,F4150,11:27:00 AM,-0,-0
91,Araceli Cruz,,F4150,01:40:00 PM,-0,-0
408,Michaela Rojas-Duarte,,F4150,02:07:00 PM,-0,-0
428,Erika Sanchez-Soto,,F3140,-0,-0,-0
398,Brandon Rivera,,M120,-0,-0,-0
438,Scott Schumacher,,M4150,-0,-0,-0
448,David Simons,,M2130,-0,-0,-0
487,Alyssa Trevino,,F2130,-0,-0,-0
396,Robert Rivard,,M5199,-0,-0,-0
393,Brandon Riddle,,M3140,-0,-0,-0
379,Norma Ramirez,,F4150,-0,-0,-0
433,Borjas Sara,,F2130,-0,-0,-0
381,Georgie Ramos,,M120,-0,-0,-0
380,Thomas Ramirez,,M3140,-0,-0,-0
410,Monica Romero,,F4150,-0,-0,-0
404,Anthony Rodriguez,,M3140,-0,-0,-0
389,Angelica Reynosa,,F2130,-0,-0,-0
385,Kelly Rapp,,F2130,-0,-0,-0
384,Jose Rapalo,,M2130,-0,-0,-0
458,Jennifer Smith,,F4150,-0,-0,-0
422,Christian Samarripa,,M120,-0,-0,-0
457,Gleniece Smith,,F3140,-0,-0,-0
517,David Padilla,,M3140,-0,-0,-0
2903,Gary Whitney,,M5199,-0,-0,-0
2928,Marianna Sanchez,,F2130,-0,-0,-0
2929,Scott Yungman,,M4150,-0,-0,-0
2981,Edui Tijerina,,M2130,-0,-0,-0
2980,Christian Zambrano,,M2130,-0,-0,-0
2979,Marla Jendrusch,,F2130,-0,-0,-0
3000,Jared Garner,,M2130,-0,-0,-0
2955,Pablo Cavazos,,M4150,-0,-0,-0
2962,Priscilla Raya,,F3140,-0,-0,-0
2943,Tasha Nuncio,,F3140,-0,-0,-0
2948,Bridget Neito,,F2130,-0,-0,-0
2992,Rudy Rodriguez,,M5199,-0,-0,-0
2972,Doreen Thimons,,F5199,-0,-0,-0
NO,FN LN,,DIVISION,RUN,CLIMB,TIME
2925,Samuel Richards Iii,,M120,-0,-0,-0
493,Erica Vargas,,F3140,-0,-0,-0
53,Matt Busby,,M2130,-0,-0,-0
467,Scott Stewart,,M3140,-0,-0,-0
470,Ty Stockton,,M120,-0,-0,-0
472,Greg Striker,,M4150,-0,-0,-0
474,Jane Swenson,,F2130,-0,-0,-0
476,Ashley Taylor,,F3140,-0,-0,-0
477,Chad Taylor,,M3140,-0,-0,-0
2932,Angela Goldberg,,F4150,-0,-0,-0
2936,Devin Salazar,,M120,-0,-0,-0
2905,Mark Williams,,M2130,-0,-0,-0
2921,Jonathon Hansen,,M120,-0,-0,-0
2922,David Tundell,,M4150,-0,-0,-0
2974,Summer Spratt,,F2130,-0,-0,-0
322,Stacy Moore,,F4150,-0,-0,-0
27,Jackie Barnard,,F4150,-0,-0,-0
29,Judith Barrientes,,F5199,-0,-0,-0
33,Tao Bernstein,,M5199,-0,-0,-0
35,Hemant Bhavsar,,M5199,-0,-0,-0
36,Pranav Bhavsar,,M3140,-0,-0,-0
65,Ram Cano,,M2130,-0,-0,-0
67,Megan Carrizales,,F2130,-0,-0,-0
81,Patrick Christilles,,M4150,-0,-0,-0
82,Amanda Claiborne,,F4150,-0,-0,-0
84,Catherine Clegg,,F4150,-0,-0,-0
88,Elena Coto,,F3140,-0,-0,-0
90,Jeremy Crawley,,M2130,-0,-0,-0
15,Angel Arellano,,M2130,-0,-0,-0
5,Kristan Alvarez,,F3140,-0,-0,-0
57,Enrique Caballero,,M5199,-0,-0,-0
269,Wendy Lindsay,,F4150,-0,-0,-0
2927,Kyle Mullins,,M4150,-0,-0,-0
171,Jeffery Goldberg,,M5199,-0,-0,-0
125,Elizabeth Evans,,F3140,-0,-0,-0
126,Rudy Farias,,M2130,-0,-0,-0
17,Isabel Arra aga,,F3140,-0,-0,-0
117,Annie Elmendorf,,F4150,-0,-0,-0
119,Simon Esparza,,M5199,-0,-0,-0
104,Sarah Dinwiddie,,F2130,-0,-0,-0
NO,FN LN,,DIVISION,RUN,CLIMB,TIME
107,Daniel Dominguez,,M3140,-0,-0,-0
109,Priscilla Drew,,F5199,-0,-0,-0
45,Diana Briseno,,F3140,-0,-0,-0
92,Willie Daniels,,M2130,-0,-0,-0
135,Denise Flores,,F3140,-0,-0,-0
145,Jean Fraunhofer,,F5199,-0,-0,-0
165,Leopoldo Gil,,M2130,-0,-0,-0
301,Valerie Mckinney,,F3140,-0,-0,-0
309,Peggy Mercer,,F5199,-0,-0,-0
317,Christian Montes De Oca,,M2130,-0,-0,-0
324,Fernando Morales,,M3140,-0,-0,-0
327,Joel Mu oz,,M2130,-0,-0,-0
333,Hunter Niemuth,,M120,-0,-0,-0
336,Alissa Obiedo,,F120,-0,-0,-0
337,Nicole Obiedo,,F3140,-0,-0,-0
338,Jennifer Ocenar,,F2130,-0,-0,-0
342,Juliana Omelia,,F120,-0,-0,-0
367,Kevin Potts,,M3140,-0,-0,-0
296,Julio Mata,,M3140,-0,-0,-0
288,Annaliza Martinez,,F2130,-0,-0,-0
237,Ernest Johnson,,M4150,-0,-0,-0
147,Rogelio Fuentes,,M2130,-0,-0,-0
151,Sthevaliz Gallardo,,F3140,-0,-0,-0
182,Fabian Gonzalez,,M4150,-0,-0,-0
195,Gloria Guerra,,F3140,-0,-0,-0
187,Emily Gornall,,F120,-0,-0,-0
189,Stephen Greenberg,,M5199,-0,-0,-0
285,Gema Maldonado,,F4150,-0,-0,-0
254,Kyle Kucharek,,M2130,-0,-0,-0
255,Dori Kurkowski,,F4150,-0,-0,-0
261,Josephvaladez Leonvalleyfd,,M2130,-0,-0,-0
218,Olivia Hero,,F3140,-0,-0,-0
224,Katie Holtzinger,,F120,-0,-0,-0
376,Consuelo Ramirez,,F3140,-0,-0,-0
