2016 san antonion tower run
2016-2-6

150
203,Veronica GARZA,,F,00:20:42,00:08:17,10:21 min/m,00:12:24,45.99 stair/min
205,Susan LASH,,F,00:20:43,00:08:18,10:22 min/m,00:12:25,45.95 stair/min
268,Dulce LARA,,F,00:23:00,00:08:18,10:23 min/m,00:14:42,41.39 stair/min
307,Crystal CASTILLO,,F,00:24:20,00:08:19,10:23 min/m,00:16:01,39.12 stair/min
312,Bri ESPITIA,,F,00:24:29,00:08:20,10:25 min/m,00:16:09,38.88 stair/min
181,Siobhan WALSH,,F,00:20:11,00:08:20,10:25 min/m,00:11:50,47.17 stair/min
290,Christina QUINONES,,F,00:23:37,00:08:20,10:26 min/m,00:15:16,40.31 stair/min
342,Natalie CURRAN,,F,00:26:07,00:08:21,10:26 min/m,00:17:46,36.45 stair/min
285,Ashlei KING,,F,00:23:30,00:08:26,10:32 min/m,00:15:04,40.51 stair/min
288,Mackenzie FULLER,,F,00:23:31,00:08:29,10:37 min/m,00:15:02,40.48 stair/min
279,Ashley ARROYOS,,F,00:23:18,00:08:31,10:39 min/m,00:14:47,40.86 stair/min
241,Stephanie SHEPARDSON,,F,00:22:04,00:08:31,10:39 min/m,00:13:32,43.14 stair/min
283,Tori VINCENT,,F,00:23:22,00:08:33,10:41 min/m,00:14:49,40.74 stair/min
243,Amy NIGHBERT,,F,00:22:07,00:08:33,10:41 min/m,00:13:34,43.04 stair/min
239,Lori CALDWELL,,F,00:22:02,00:08:33,10:42 min/m,00:13:28,43.21 stair/min
327,Terry BROSIG,,F,00:25:19,00:08:34,10:42 min/m,00:16:45,37.60 stair/min
386,Meg TEICHHAMMOND,,F,00:30:09,00:08:36,10:46 min/m,00:21:32,31.58 stair/min
291,Lindsey BUFF - SANCHEZ,,F,00:23:47,00:08:36,10:46 min/m,00:15:10,40.03 stair/min
247,Kaitlyn MUNOZ,,F,00:22:26,00:08:38,10:47 min/m,00:13:47,42.44 stair/min
319,Melissa WILLIAMS,,F,00:24:45,00:08:39,10:48 min/m,00:16:06,38.46 stair/min
302,Tana BERRY,,F,00:24:09,00:08:39,10:48 min/m,00:15:30,39.42 stair/min
255,Mikala GUILLAUME,,F,00:22:36,00:08:39,10:49 min/m,00:13:56,42.12 stair/min
323,Tyler FULLER,,F,00:25:11,00:08:39,10:49 min/m,00:16:31,37.80 stair/min
346,Ahila ARULMANI,,F,00:26:20,00:08:42,10:52 min/m,00:17:37,36.15 stair/min
305,Wisdeen WU,,F,00:24:17,00:08:42,10:52 min/m,00:15:35,39.20 stair/min
251,Laina FLORES,,F,00:22:29,00:08:44,10:55 min/m,00:13:45,42.34 stair/min
253,Makenzie BIPPERT,,F,00:22:31,00:08:44,10:56 min/m,00:13:46,42.28 stair/min
338,Ximena HUERTA-MEDINA,,F,00:25:59,00:08:45,10:56 min/m,00:17:13,36.64 stair/min
341,Christina MATA,,F,00:26:03,00:08:45,10:57 min/m,00:17:17,36.55 stair/min
308,Hope SANTOS,,F,00:24:23,00:08:45,10:57 min/m,00:15:38,39.04 stair/min
252,Maria ATILANO,,F,00:22:30,00:08:46,10:57 min/m,00:13:44,42.31 stair/min
240,Ariana LEWIS,,F,00:22:03,00:08:46,10:58 min/m,00:13:16,43.17 stair/min
260,Cheryl THIENPONT,,F,00:22:44,00:08:48,11:00 min/m,00:13:56,41.88 stair/min
246,Shirley GAMBOA,,F,00:22:20,00:08:49,11:01 min/m,00:13:31,42.63 stair/min
294,Sandra RICABAUGH,,F,00:23:55,00:08:51,11:03 min/m,00:15:04,39.80 stair/min
397,Gabriella ROMICK,,F,00:30:57,00:08:51,11:04 min/m,00:22:06,30.76 stair/min
339,Francine GAMEZ,,F,00:25:59,00:08:52,11:05 min/m,00:17:06,36.64 stair/min
315,Marie RADCLIFFE,,F,00:24:34,00:08:52,11:05 min/m,00:15:41,38.75 stair/min
328,Jennifer MULLIN,,F,00:25:22,00:08:54,11:08 min/m,00:16:27,37.53 stair/min
378,Vanessa HERNANDEZ,,F,00:28:59,00:08:54,11:08 min/m,00:20:04,32.85 stair/min
242,Tynette EDWARDS,,F,00:22:07,00:08:55,11:09 min/m,00:13:11,43.04 stair/min
413,Cynthia FLORES,,F,00:33:08,00:08:57,11:12 min/m,00:24:10,28.73 stair/min
324,Samantha BELMONTES,,F,00:25:16,00:08:58,11:13 min/m,00:16:17,37.68 stair/min
368,Danielle PEREZ,,F,00:27:49,00:08:59,11:14 min/m,00:18:49,34.22 stair/min
332,Rhonda SANDERS,,F,00:25:42,00:09:02,11:18 min/m,00:16:39,37.04 stair/min
209,Claudia ESPARZA,,F,00:20:47,00:09:03,11:18 min/m,00:11:44,45.81 stair/min
231,Sharon DSOUZA,,F,00:21:45,00:09:03,11:18 min/m,00:12:42,43.77 stair/min
321,Dora ESPARZA,,F,00:25:01,00:09:03,11:19 min/m,00:15:57,38.05 stair/min
373,Mary Helen ANDRADE,,F,00:28:12,00:09:04,11:20 min/m,00:19:07,33.76 stair/min
344,Emily SCHOLIS,,F,00:26:15,00:09:06,11:23 min/m,00:17:08,36.27 stair/min
380,Ashley CUARON,,F,00:29:20,00:09:08,11:25 min/m,00:20:12,32.45 stair/min
266,Amanda BULLARD,,F,00:22:52,00:09:09,11:26 min/m,00:13:43,41.63 stair/min
360,Jovanne STEWART,,F,00:27:36,00:09:09,11:27 min/m,00:18:26,34.49 stair/min
382,Katie HOLTZINGER,,F,00:29:37,00:09:11,11:28 min/m,00:20:26,32.14 stair/min
370,Ashley TREVINO,,F,00:27:55,00:09:11,11:28 min/m,00:18:44,34.10 stair/min
358,Melissa BARBER,,F,00:27:20,00:09:11,11:29 min/m,00:18:09,34.83 stair/min
371,Roxane RAMOS,,F,00:28:01,00:09:13,11:31 min/m,00:18:48,33.98 stair/min
228,Cynthia MORALES,,F,00:21:41,00:09:14,11:32 min/m,00:12:27,43.90 stair/min
316,Dina TOM,,F,00:24:37,00:09:14,11:32 min/m,00:15:22,38.67 stair/min
182,Jacqueline GONZALES,,F,00:20:11,00:09:14,11:33 min/m,00:10:56,47.17 stair/min
383,Kelly HOLTZINGER,,F,00:29:39,00:09:14,11:33 min/m,00:20:24,32.11 stair/min
391,Jamie LUMBA,,F,00:30:37,00:09:19,11:38 min/m,00:21:18,31.09 stair/min
351,Gleniece SMITH,,F,00:26:40,00:09:20,11:40 min/m,00:17:19,35.70 stair/min
353,Sonia VASQUEZ,,F,00:26:55,00:09:20,11:40 min/m,00:17:35,35.37 stair/min
225,Anita BARTOSKI,,F,00:21:36,00:09:21,11:42 min/m,00:12:14,44.07 stair/min
359,Mary PAGE,,F,00:27:30,00:09:23,11:44 min/m,00:18:07,34.62 stair/min
258,Kevin KIRK,,F,00:22:40,00:09:24,11:45 min/m,00:13:16,42.00 stair/min
389,Cassey KISLOSKI,,F,00:30:35,00:09:24,11:46 min/m,00:21:10,31.13 stair/min
259,Deidra MCCUTCHEN,,F,00:22:42,00:09:27,11:49 min/m,00:13:15,41.94 stair/min
313,Mary KIRK,,F,00:24:32,00:09:27,11:49 min/m,00:15:04,38.80 stair/min
365,Vicki GULCZEWSKI,,F,00:27:43,00:09:28,11:50 min/m,00:18:14,34.35 stair/min
372,Maria RUIZ,,F,00:28:09,00:09:31,11:54 min/m,00:18:37,33.82 stair/min
337,Snehal GUPTA,,F,00:25:52,00:09:34,11:58 min/m,00:16:17,36.80 stair/min
364,Ann GONZALES,,F,00:27:43,00:09:34,11:58 min/m,00:18:08,34.35 stair/min
367,Nadine PERKINS,,F,00:27:45,00:09:35,11:58 min/m,00:18:10,34.31 stair/min
361,Jackie BARNARD,,F,00:27:39,00:09:36,12:00 min/m,00:18:03,34.43 stair/min
375,Ivonne MARTINEZ,,F,00:28:15,00:09:38,12:03 min/m,00:18:36,33.70 stair/min
376,Katrina STANIGAR,,F,00:28:50,00:09:39,12:04 min/m,00:19:10,33.02 stair/min
347,Loan HARRIS,,F,00:26:24,00:09:39,12:04 min/m,00:16:44,36.06 stair/min
417,Sylvia SANCHEZ,,F,00:33:44,00:09:39,12:04 min/m,00:24:04,28.22 stair/min
355,Monica SANCHEZ,,F,00:27:03,00:09:40,12:05 min/m,00:17:23,35.19 stair/min
393,Priscilla CONTRERAS,,F,00:30:48,00:09:43,12:08 min/m,00:21:05,30.91 stair/min
396,Samantha DELAGARZA,,F,00:30:54,00:09:43,12:09 min/m,00:21:10,30.81 stair/min
366,Amber DUNITHAN,,F,00:27:45,00:09:45,12:12 min/m,00:17:59,34.31 stair/min
379,Jessica BARRERA,,F,00:29:02,00:09:48,12:15 min/m,00:19:14,32.79 stair/min
385,Marissa MUNOZ,,F,00:29:54,00:09:49,12:17 min/m,00:20:04,31.84 stair/min
430,Judy O'MALLEY,,F,00:39:33,00:09:50,12:18 min/m,00:29:42,24.07 stair/min
395,Cathy NARANJO,,F,00:30:51,00:09:54,12:23 min/m,00:20:56,30.86 stair/min
394,Crystal DE LA CERDA,,F,00:30:50,00:09:55,12:23 min/m,00:20:55,30.88 stair/min
